gene,chr_scaff_name
ENSMMUG00000006892,1
ENSMMUG00000023151,2
ENSMMUG00000014970,1
ENSMMUG00000061825,1
ENSMMUG00000005669,1
ENSMMUG00000040115,1
ENSMMUG00000043124,1
ENSMMUG00000048228,2
ENSMMUG00000025492,2
ENSMMUG00000045495,1
ENSMMUG00000037178,1
ENSMMUG00000017983,2
ENSMMUG00000061615,2
ENSMMUG00000006119,1
ENSMMUG00000060809,2
ENSMMUG00000012737,2
ENSMMUG00000005668,1
ENSMMUG00000025420,1
ENSMMUG00000051071,1
ENSMMUG00000051142,1
ENSMMUG00000019360,2
ENSMMUG00000057445,1
ENSMMUG00000018618,1
ENSMMUG00000050205,1
ENSMMUG00000008453,1
ENSMMUG00000005073,1
ENSMMUG00000005735,1
ENSMMUG00000061293,1
ENSMMUG00000017696,2
ENSMMUG00000053581,1
ENSMMUG00000026958,1
ENSMMUG00000023199,1
ENSMMUG00000017986,2
ENSMMUG00000026847,1
ENSMMUG00000011914,1
ENSMMUG00000051009,1
ENSMMUG00000057466,1
ENSMMUG00000008552,1
ENSMMUG00000009024,1
ENSMMUG00000025705,1
ENSMMUG00000008857,1
ENSMMUG00000005667,1
ENSMMUG00000006697,1
ENSMMUG00000061360,1
ENSMMUG00000055871,2
ENSMMUG00000005072,1
ENSMMUG00000026870,1
ENSMMUG00000002454,1
ENSMMUG00000017718,1
ENSMMUG00000001481,1
ENSMMUG00000054974,1
ENSMMUG00000015133,1
ENSMMUG00000032681,1
ENSMMUG00000026648,1
ENSMMUG00000021577,1
ENSMMUG00000028449,1
ENSMMUG00000057010,1
ENSMMUG00000049516,2
ENSMMUG00000018014,1
ENSMMUG00000015631,1
ENSMMUG00000052190,2
ENSMMUG00000007390,2
ENSMMUG00000039139,1
ENSMMUG00000049373,2
ENSMMUG00000043487,2
ENSMMUG00000059767,2
ENSMMUG00000054776,1
ENSMMUG00000046184,1
ENSMMUG00000063245,2
ENSMMUG00000002455,1
ENSMMUG00000021575,1
ENSMMUG00000033170,2
ENSMMUG00000012736,2
ENSMMUG00000012221,1
ENSMMUG00000060685,1
ENSMMUG00000060304,2
ENSMMUG00000057015,1
ENSMMUG00000053064,2
ENSMMUG00000061582,1
ENSMMUG00000050658,2
ENSMMUG00000056473,1
ENSMMUG00000015632,1
ENSMMUG00000012477,1
ENSMMUG00000055315,2
ENSMMUG00000053997,2
ENSMMUG00000058111,1
ENSMMUG00000059358,1
ENSMMUG00000050315,1
ENSMMUG00000003650,2
ENSMMUG00000010729,1
ENSMMUG00000028051,1
ENSMMUG00000061414,1
ENSMMUG00000017828,2
ENSMMUG00000040207,1
ENSMMUG00000006891,1
ENSMMUG00000054758,1
ENSMMUG00000056255,1
ENSMMUG00000005070,1
ENSMMUG00000049415,1
ENSMMUG00000050602,1
ENSMMUG00000057342,1
ENSMMUG00000023277,1
ENSMMUG00000011156,1
ENSMMUG00000062290,2
ENSMMUG00000049315,1
ENSMMUG00000004563,1
ENSMMUG00000009234,1
ENSMMUG00000064473,1
ENSMMUG00000058890,2
ENSMMUG00000062098,2
ENSMMUG00000015066,1
ENSMMUG00000061860,2
ENSMMUG00000057122,2
ENSMMUG00000023144,1
ENSMMUG00000022262,2
ENSMMUG00000015634,1
ENSMMUG00000050628,1
ENSMMUG00000020398,1
ENSMMUG00000049470,1
ENSMMUG00000054679,1
ENSMMUG00000004734,2
ENSMMUG00000009636,2
ENSMMUG00000033058,1
ENSMMUG00000022009,1
ENSMMUG00000056871,1
ENSMMUG00000023814,2
ENSMMUG00000005836,1
ENSMMUG00000007886,2
ENSMMUG00000064824,1
ENSMMUG00000032217,1
ENSMMUG00000015580,1
ENSMMUG00000021574,1
ENSMMUG00000054372,2
ENSMMUG00000031497,1
ENSMMUG00000035358,1
ENSMMUG00000031435,1
ENSMMUG00000043005,1
ENSMMUG00000023275,1
ENSMMUG00000049853,1
ENSMMUG00000051230,1
ENSMMUG00000065039,1
ENSMMUG00000057845,1
ENSMMUG00000062651,1
ENSMMUG00000006688,1
ENSMMUG00000051883,1
ENSMMUG00000057560,1
ENSMMUG00000019740,2
ENSMMUG00000013269,2
ENSMMUG00000062883,1
ENSMMUG00000043951,1
ENSMMUG00000052612,1
ENSMMUG00000065223,1
ENSMMUG00000059650,1
ENSMMUG00000054334,1
ENSMMUG00000032084,1
ENSMMUG00000060798,2
ENSMMUG00000005371,1
ENSMMUG00000013839,1
ENSMMUG00000041183,1
ENSMMUG00000003887,1
ENSMMUG00000019154,1
ENSMMUG00000018458,1
ENSMMUG00000005372,1
ENSMMUG00000002970,1
ENSMMUG00000016931,1
ENSMMUG00000026504,1
ENSMMUG00000052967,1
ENSMMUG00000046192,1
ENSMMUG00000024249,1
ENSMMUG00000022040,1
ENSMMUG00000005185,1
ENSMMUG00000002968,1
ENSMMUG00000021385,1
ENSMMUG00000058838,1
ENSMMUG00000025159,2
ENSMMUG00000064202,1
ENSMMUG00000001869,1
ENSMMUG00000055525,1
ENSMMUG00000006754,1
ENSMMUG00000008455,1
ENSMMUG00000064748,2
ENSMMUG00000051390,1
ENSMMUG00000065207,1
ENSMMUG00000024513,1
ENSMMUG00000053800,1
ENSMMUG00000002461,1
ENSMMUG00000064868,1
ENSMMUG00000026923,1
ENSMMUG00000029649,1
ENSMMUG00000012727,2
ENSMMUG00000062716,1
ENSMMUG00000058564,1
ENSMMUG00000060855,1
ENSMMUG00000022639,1
ENSMMUG00000064377,1
ENSMMUG00000022038,1
ENSMMUG00000055536,1
ENSMMUG00000018664,1
ENSMMUG00000058153,1
ENSMMUG00000026240,1
ENSMMUG00000021284,2
ENSMMUG00000005068,1
ENSMMUG00000042756,2
ENSMMUG00000000220,2
ENSMMUG00000061518,1
ENSMMUG00000053969,1
ENSMMUG00000046626,2
ENSMMUG00000019130,2
ENSMMUG00000055847,1
ENSMMUG00000021442,1
ENSMMUG00000007338,1
ENSMMUG00000003369,1
ENSMMUG00000024125,2
ENSMMUG00000060243,1
ENSMMUG00000016479,1
ENSMMUG00000060353,1
ENSMMUG00000060259,1
ENSMMUG00000061459,2
ENSMMUG00000057953,1
ENSMMUG00000053968,1
ENSMMUG00000009114,1
ENSMMUG00000050186,1
ENSMMUG00000014340,1
ENSMMUG00000023089,1
ENSMMUG00000051139,2
ENSMMUG00000003277,2
ENSMMUG00000034447,1
ENSMMUG00000008338,1
ENSMMUG00000016054,1
ENSMMUG00000002420,1
ENSMMUG00000017699,2
ENSMMUG00000050247,2
ENSMMUG00000007806,1
ENSMMUG00000058078,1
ENSMMUG00000050045,1
ENSMMUG00000013018,2
ENSMMUG00000059198,1
ENSMMUG00000042929,1
ENSMMUG00000063277,1
ENSMMUG00000022640,1
ENSMMUG00000005186,1
ENSMMUG00000054726,1
ENSMMUG00000050712,1
ENSMMUG00000054856,1
ENSMMUG00000021531,1
ENSMMUG00000044826,1
ENSMMUG00000016738,1
ENSMMUG00000005742,2
ENSMMUG00000015083,1
ENSMMUG00000058513,1
ENSMMUG00000002416,1
ENSMMUG00000015650,1
ENSMMUG00000061877,2
ENSMMUG00000016925,1
ENSMMUG00000054712,1
ENSMMUG00000017360,2
ENSMMUG00000017509,2
ENSMMUG00000052432,1
ENSMMUG00000029348,1
ENSMMUG00000056585,2
ENSMMUG00000012105,2
ENSMMUG00000021449,1
ENSMMUG00000000812,1
ENSMMUG00000013679,1
ENSMMUG00000061399,1
ENSMMUG00000050533,1
ENSMMUG00000060016,1
ENSMMUG00000001152,1
ENSMMUG00000023416,2
ENSMMUG00000049264,1
ENSMMUG00000010096,1
ENSMMUG00000008420,1
ENSMMUG00000005000,1
ENSMMUG00000059542,1
ENSMMUG00000061301,1
ENSMMUG00000056972,1
ENSMMUG00000060894,1
ENSMMUG00000055346,2
ENSMMUG00000061845,1
ENSMMUG00000041790,1
ENSMMUG00000047901,1
ENSMMUG00000052395,1
ENSMMUG00000063954,1
ENSMMUG00000024064,2
ENSMMUG00000047765,1
ENSMMUG00000016004,2
ENSMMUG00000054842,1
ENSMMUG00000050505,2
ENSMMUG00000002791,1
ENSMMUG00000005992,1
ENSMMUG00000053896,1
ENSMMUG00000059287,2
ENSMMUG00000002105,1
ENSMMUG00000021285,2
ENSMMUG00000060370,2
ENSMMUG00000044974,2
ENSMMUG00000059514,1
ENSMMUG00000023438,1
ENSMMUG00000033018,1
ENSMMUG00000063676,1
ENSMMUG00000016568,1
ENSMMUG00000015590,2
ENSMMUG00000056375,1
ENSMMUG00000001185,2
ENSMMUG00000013681,1
ENSMMUG00000061702,1
ENSMMUG00000063455,1
ENSMMUG00000052547,1
ENSMMUG00000056247,1
ENSMMUG00000008419,1
ENSMMUG00000040654,1
ENSMMUG00000013680,1
ENSMMUG00000017361,2
ENSMMUG00000061410,1
ENSMMUG00000026478,1
ENSMMUG00000006645,1
ENSMMUG00000052510,1
ENSMMUG00000018460,1
ENSMMUG00000062154,1
ENSMMUG00000051599,1
ENSMMUG00000016053,1
ENSMMUG00000018020,2
ENSMMUG00000016567,1
ENSMMUG00000031260,1
ENSMMUG00000048232,2
ENSMMUG00000041182,2
ENSMMUG00000042531,1
ENSMMUG00000032180,1
ENSMMUG00000010095,1
ENSMMUG00000016051,1
ENSMMUG00000023085,1
ENSMMUG00000014167,1
ENSMMUG00000058879,1
ENSMMUG00000024679,1
ENSMMUG00000013673,1
ENSMMUG00000027950,1
ENSMMUG00000021451,2
ENSMMUG00000013610,2
ENSMMUG00000063534,1
ENSMMUG00000053181,1
ENSMMUG00000036119,1
ENSMMUG00000016049,1
ENSMMUG00000062323,1
ENSMMUG00000049347,1
ENSMMUG00000001060,1
ENSMMUG00000004998,1
ENSMMUG00000035928,2
ENSMMUG00000040271,1
ENSMMUG00000061128,1
ENSMMUG00000057902,1
ENSMMUG00000023086,1
ENSMMUG00000033553,2
ENSMMUG00000056788,1
ENSMMUG00000061559,1
ENSMMUG00000042100,2
ENSMMUG00000046901,1
ENSMMUG00000045482,1
ENSMMUG00000009189,1
ENSMMUG00000057675,1
ENSMMUG00000057834,1
ENSMMUG00000054200,2
ENSMMUG00000055431,1
ENSMMUG00000016048,1
ENSMMUG00000060193,1
ENSMMUG00000012511,2
ENSMMUG00000019108,1
ENSMMUG00000054343,1
ENSMMUG00000063390,1
ENSMMUG00000059723,1
ENSMMUG00000058954,1
ENSMMUG00000016005,2
ENSMMUG00000017239,2
ENSMMUG00000062379,2
ENSMMUG00000059587,1
ENSMMUG00000008418,1
ENSMMUG00000056106,1
ENSMMUG00000000811,1
ENSMMUG00000053036,1
ENSMMUG00000049323,2
ENSMMUG00000007244,1
ENSMMUG00000010711,2
ENSMMUG00000059855,1
ENSMMUG00000012505,1
ENSMMUG00000012579,2
ENSMMUG00000049609,1
ENSMMUG00000016043,1
ENSMMUG00000032872,2
ENSMMUG00000012723,2
ENSMMUG00000014946,1
ENSMMUG00000037073,2
ENSMMUG00000007180,1
ENSMMUG00000022927,1
ENSMMUG00000021972,2
ENSMMUG00000033050,2
ENSMMUG00000022679,1
ENSMMUG00000020976,1
ENSMMUG00000058003,2
ENSMMUG00000026519,1
ENSMMUG00000022062,1
ENSMMUG00000016399,1
ENSMMUG00000007755,2
ENSMMUG00000022677,1
ENSMMUG00000059214,1
ENSMMUG00000052282,1
ENSMMUG00000054190,1
ENSMMUG00000012526,2
ENSMMUG00000001860,1
ENSMMUG00000040591,2
ENSMMUG00000023096,1
ENSMMUG00000012104,2
ENSMMUG00000018684,1
ENSMMUG00000012721,2
ENSMMUG00000001859,1
ENSMMUG00000007246,1
ENSMMUG00000041046,1
ENSMMUG00000062764,1
ENSMMUG00000054017,1
ENSMMUG00000050154,1
ENSMMUG00000008722,1
ENSMMUG00000063541,2
ENSMMUG00000032951,1
ENSMMUG00000017370,2
ENSMMUG00000039738,1
ENSMMUG00000010328,1
ENSMMUG00000063595,2
ENSMMUG00000017244,2
ENSMMUG00000041470,1
ENSMMUG00000004466,1
ENSMMUG00000012578,2
ENSMMUG00000063814,1
ENSMMUG00000054439,1
ENSMMUG00000017245,2
ENSMMUG00000007256,1
ENSMMUG00000016056,1
ENSMMUG00000060649,1
ENSMMUG00000049266,2
ENSMMUG00000043091,2
ENSMMUG00000050452,2
ENSMMUG00000001103,2
ENSMMUG00000053692,1
ENSMMUG00000007213,1
ENSMMUG00000035555,1
ENSMMUG00000060670,2
ENSMMUG00000056907,2
ENSMMUG00000053077,1
ENSMMUG00000063359,1
ENSMMUG00000058628,2
ENSMMUG00000062177,1
ENSMMUG00000017903,2
ENSMMUG00000038998,2
ENSMMUG00000063235,2
ENSMMUG00000005466,1
ENSMMUG00000006300,1
ENSMMUG00000048681,2
ENSMMUG00000055302,1
ENSMMUG00000057054,1
ENSMMUG00000001105,2
ENSMMUG00000022065,1
ENSMMUG00000064173,1
ENSMMUG00000000952,1
ENSMMUG00000050652,2
ENSMMUG00000054255,1
ENSMMUG00000059598,1
ENSMMUG00000013167,2
ENSMMUG00000002130,2
ENSMMUG00000007257,1
ENSMMUG00000041198,2
